Store,Date,Year,Quarter,Month,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Is_Holiday,Size,Total_Markdown,Has_Markdown,Size_Category
1,2010-07-09,2010,3,7,1546074.18,80.48,2.642,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-07-16,2010,3,7,1448938.92,83.15,2.623,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-07-23,2010,3,7,1385065.2,83.36,2.608,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-07-30,2010,3,7,1371986.6,81.84,2.64,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-08-06,2010,3,8,1605491.78,87.16,2.627,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-08-13,2010,3,8,1508237.76,87.0,2.692,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-08-20,2010,3,8,1513080.49,86.65,2.664,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-08-27,2010,3,8,1449142.92,85.22,2.619,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-09-03,2010,3,9,1540163.53,81.21,2.577,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-09-10,2010,3,9,1507460.69,78.69,2.565,,,,,,True,151315,0.0,False,Between 150k and 200k
1,2010-09-17,2010,3,9,1430378.67,82.11,2.582,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-09-24,2010,3,9,1351791.03,80.94,2.624,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-10-01,2010,4,10,1453329.5,71.89,2.603,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-10-08,2010,4,10,1508239.93,63.93,2.633,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-10-15,2010,4,10,1459409.1,67.18,2.72,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-10-22,2010,4,10,1345454.0,69.86,2.725,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-10-29,2010,4,10,1384209.22,69.64,2.716,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-11-05,2010,4,11,1551659.28,58.74,2.689,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-11-12,2010,4,11,1494479.49,59.61,2.728,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-11-19,2010,4,11,1483784.18,51.41,2.771,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-11-26,2010,4,11,1955624.11,64.52,2.735,,,,,,True,151315,0.0,False,Between 150k and 200k
1,2010-12-03,2010,4,12,1548033.78,49.27,2.708,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-12-10,2010,4,12,1682614.26,46.33,2.843,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-12-17,2010,4,12,1891034.93,49.84,2.869,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-12-24,2010,4,12,2387950.2,52.33,2.886,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2010-12-31,2010,4,12,1367320.01,48.43,2.943,,,,,,True,151315,0.0,False,Between 150k and 200k
1,2011-01-07,2011,1,1,1444732.28,48.27,2.976,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-01-14,2011,1,1,1391013.96,35.4,2.983,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-01-21,2011,1,1,1327405.42,44.04,3.016,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-01-28,2011,1,1,1316899.31,43.83,3.01,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-02-04,2011,1,2,1606629.58,42.27,2.989,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-02-11,2011,1,2,1649614.93,36.39,3.022,,,,,,True,151315,0.0,False,Between 150k and 200k
1,2011-02-18,2011,1,2,1686842.78,57.36,3.045,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-02-25,2011,1,2,1456800.28,62.9,3.065,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-03-04,2011,1,3,1636263.41,59.58,3.288,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-03-11,2011,1,3,1553191.63,53.56,3.459,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-03-18,2011,1,3,1576818.06,62.76,3.488,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-03-25,2011,1,3,1541102.3800000001,69.97,3.473,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-04-01,2011,2,4,1495064.75,59.17,3.524,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-04-08,2011,2,4,1614259.35,67.84,3.622,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-04-15,2011,2,4,1559889.0,71.27,3.743,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-04-22,2011,2,4,1564819.81,72.99,3.807,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-04-29,2011,2,4,1455090.69,72.03,3.81,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-05-06,2011,2,5,1629391.28,64.61,3.906,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-05-13,2011,2,5,1604775.58,75.64,3.899,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-05-20,2011,2,5,1428218.27,67.63,3.907,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-05-27,2011,2,5,1466046.67,77.72,3.786,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-06-03,2011,2,6,1635078.41,83.0,3.699,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-06-10,2011,2,6,1588948.32,83.13,3.648,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-06-17,2011,2,6,1532114.86,86.41,3.637,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-06-24,2011,2,6,1438830.15,83.58,3.594,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-07-01,2011,3,7,1488538.09,85.55,3.524,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-07-08,2011,3,7,1534849.64,85.83,3.48,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-07-15,2011,3,7,1455119.97,88.54,3.575,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-07-22,2011,3,7,1396926.82,85.77,3.651,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-07-29,2011,3,7,1352219.79,86.83,3.682,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-08-05,2011,3,8,1624383.75,91.65,3.684,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-08-12,2011,3,8,1525147.09,90.76,3.638,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-08-19,2011,3,8,1530761.43,89.94,3.554,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-08-26,2011,3,8,1464693.46,87.96,3.523,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-09-02,2011,3,9,1550229.22,87.83,3.533,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-09-09,2011,3,9,1540471.24,76.0,3.546,,,,,,True,151315,0.0,False,Between 150k and 200k
1,2011-09-16,2011,3,9,1514259.78,79.94,3.526,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-09-23,2011,3,9,1380020.27,75.8,3.467,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-09-30,2011,3,9,1394561.83,79.69,3.355,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-10-07,2011,4,10,1630989.95,69.31,3.285,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-10-14,2011,4,10,1493525.93,71.74,3.274,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-10-21,2011,4,10,1502562.78,63.71,3.353,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-10-28,2011,4,10,1445249.09,66.57,3.372,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-11-04,2011,4,11,1697229.58,54.98,3.332,,,,,,False,151315,0.0,False,Between 150k and 200k
1,2011-11-11,2011,4,11,1594938.8900000001,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,False,151315,25671.68,True,Between 150k and 200k
1,2011-11-18,2011,4,11,1539483.7,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,False,151315,12796.45,True,Between 150k and 200k
1,2011-11-25,2011,4,11,2033320.66,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,True,151315,56876.74,True,Between 150k and 200k
1,2011-12-02,2011,4,12,1584083.95,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,False,151315,29655.58,True,Between 150k and 200k
1,2011-12-09,2011,4,12,1799682.38,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,False,151315,22865.91,True,Between 150k and 200k
1,2011-12-16,2011,4,12,1881176.67,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,False,151315,9662.849999999999,True,Between 150k and 200k
1,2011-12-23,2011,4,12,2270188.99,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,False,151315,6164.87,True,Between 150k and 200k
1,2011-12-30,2011,4,12,1497462.72,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,True,151315,57753.27,True,Between 150k and 200k
1,2012-01-06,2012,1,1,1550369.92,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,False,151315,38166.78,True,Between 150k and 200k
1,2012-01-13,2012,1,1,1459601.17,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,False,151315,17423.86,True,Between 150k and 200k
1,2012-01-20,2012,1,1,1394393.84,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,False,151315,10881.77,True,Between 150k and 200k
1,2012-01-27,2012,1,1,1319325.59,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,False,151315,3524.39,True,Between 150k and 200k
1,2012-02-03,2012,1,2,1636339.65,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,False,151315,76351.06999999999,True,Between 150k and 200k
1,2012-02-10,2012,1,2,1802477.43,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,True,151315,36311.85,True,Between 150k and 200k
1,2012-02-17,2012,1,2,1819870.0,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,False,151315,32757.37,True,Between 150k and 200k
1,2012-02-24,2012,1,2,1539387.83,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,False,151315,26272.330000000005,True,Between 150k and 200k
1,2012-03-02,2012,1,3,1688420.76,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,False,151315,50479.69,True,Between 150k and 200k
1,2012-03-09,2012,1,3,1675431.16,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,False,151315,16670.190000000002,True,Between 150k and 200k
1,2012-03-16,2012,1,3,1677472.78,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,False,151315,9050.02,True,Between 150k and 200k
1,2012-03-23,2012,1,3,1511068.07,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,False,151315,10216.95,True,Between 150k and 200k
1,2012-03-30,2012,1,3,1649604.63,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,False,151315,14617.28,True,Between 150k and 200k
1,2012-04-06,2012,2,4,1899676.8800000001,70.43,3.891,10121.97,,77.98,3750.59,4510.72,False,151315,18461.26,True,Between 150k and 200k
1,2012-04-13,2012,2,4,1621031.7,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,False,151315,12378.279999999999,True,Between 150k and 200k
1,2012-04-20,2012,2,4,1521577.8699999999,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,False,151315,8884.800000000001,True,Between 150k and 200k
1,2012-04-27,2012,2,4,1468928.3699999999,67.23,3.814,3221.25,,35.49,577.14,6222.25,False,151315,10056.13,True,Between 150k and 200k
1,2012-05-04,2012,2,5,1684519.99,75.55,3.749,21290.13,,69.89,4977.35,3261.04,False,151315,29598.410000000003,True,Between 150k and 200k
1,2012-05-11,2012,2,5,1611096.05,73.77,3.688,8351.4,,10.52,2443.14,3127.88,False,151315,13932.939999999999,True,Between 150k and 200k
1,2012-05-18,2012,2,5,1595901.87,70.33,3.63,6154.14,,45.11,1675.49,5508.18,False,151315,13382.92,True,Between 150k and 200k
1,2012-05-25,2012,2,5,1555444.55,77.22,3.561,4039.39,,745.19,1429.96,3631.13,False,151315,9845.67,True,Between 150k and 200k
1,2012-06-01,2012,2,6,1624477.58,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,False,151315,10308.32,True,Between 150k and 200k
1,2012-06-08,2012,2,6,1697230.96,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,False,151315,18809.109999999997,True,Between 150k and 200k
1,2012-06-15,2012,2,6,1630607.0,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,False,151315,11235.380000000001,True,Between 150k and 200k
1,2012-06-22,2012,2,6,1527845.81,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,False,151315,18386.61,True,Between 150k and 200k
1,2012-06-29,2012,2,6,1540421.49,84.88,3.286,3965.73,161.6,,435.99,4212.97,False,151315,8776.29,True,Between 150k and 200k
1,2012-07-06,2012,3,7,1769854.16,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,False,151315,22721.04,True,Between 150k and 200k
1,2012-07-13,2012,3,7,1527014.04,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,False,151315,13805.32,True,Between 150k and 200k
1,2012-07-20,2012,3,7,1497954.76,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,False,151315,9026.460000000001,True,Between 150k and 200k
1,2012-07-27,2012,3,7,1439123.71,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,False,151315,22130.24,True,Between 150k and 200k
1,2012-08-03,2012,3,8,1631135.79,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,False,151315,44403.74,True,Between 150k and 200k
1,2012-08-10,2012,3,8,1592409.97,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,False,151315,23488.550000000003,True,Between 150k and 200k
1,2012-08-17,2012,3,8,1597868.05,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,False,151315,10003.11,True,Between 150k and 200k
1,2012-08-24,2012,3,8,1494122.38,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,False,151315,17952.14,True,Between 150k and 200k
1,2012-08-31,2012,3,8,1582083.4,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,False,151315,37809.35,True,Between 150k and 200k
1,2012-09-07,2012,3,9,1661767.33,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,True,151315,12148.85,True,Between 150k and 200k
1,2012-09-14,2012,3,9,1517428.87,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,False,151315,26754.140000000003,True,Between 150k and 200k
1,2012-09-21,2012,3,9,1506126.06,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,False,151315,13831.400000000001,True,Between 150k and 200k
1,2012-09-28,2012,3,9,1437059.26,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,False,151315,9837.8,True,Between 150k and 200k
1,2012-10-05,2012,4,10,1670785.97,68.55,3.617,8077.89,,18.22,3617.43,3626.14,False,151315,15339.68,True,Between 150k and 200k
1,2012-10-12,2012,4,10,1573072.81,62.99,3.601,2086.18,,8.11,602.36,5926.45,False,151315,8623.1,True,Between 150k and 200k
1,2012-10-19,2012,4,10,1508068.77,67.97,3.594,950.33,,4.93,80.25,2312.85,False,151315,3348.3599999999997,True,Between 150k and 200k
1,2012-10-26,2012,4,10,1493659.74,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,False,151315,4985.77,True,Between 150k and 200k
2,2010-02-05,2010,1,2,2136989.46,40.19,2.572,,,,,,False,202307,0.0,False,More than 200k
2,2010-02-12,2010,1,2,2137809.5,38.49,2.548,,,,,,True,202307,0.0,False,More than 200k
2,2010-02-19,2010,1,2,2124451.54,39.69,2.514,,,,,,False,202307,0.0,False,More than 200k
2,2010-02-26,2010,1,2,1865097.27,46.1,2.561,,,,,,False,202307,0.0,False,More than 200k
2,2010-03-05,2010,1,3,1991013.13,47.17,2.625,,,,,,False,202307,0.0,False,More than 200k
2,2010-03-12,2010,1,3,1990483.78,57.56,2.667,,,,,,False,202307,0.0,False,More than 200k
2,2010-03-19,2010,1,3,1946070.8800000001,54.52,2.72,,,,,,False,202307,0.0,False,More than 200k
2,2010-03-26,2010,1,3,1750197.81,51.26,2.732,,,,,,False,202307,0.0,False,More than 200k
2,2010-04-02,2010,2,4,2066187.72,63.27,2.719,,,,,,False,202307,0.0,False,More than 200k
2,2010-04-09,2010,2,4,1954689.21,65.41,2.77,,,,,,False,202307,0.0,False,More than 200k
2,2010-04-16,2010,2,4,1874957.94,68.07,2.808,,,,,,False,202307,0.0,False,More than 200k
2,2010-04-23,2010,2,4,1821990.93,65.11,2.795,,,,,,False,202307,0.0,False,More than 200k
2,2010-04-30,2010,2,4,1802450.29,66.98,2.78,,,,,,False,202307,0.0,False,More than 200k
2,2010-05-07,2010,2,5,2042581.71,71.28,2.835,,,,,,False,202307,0.0,False,More than 200k
2,2010-05-14,2010,2,5,1880752.36,73.31,2.854,,,,,,False,202307,0.0,False,More than 200k
2,2010-05-21,2010,2,5,1896937.1,74.83,2.826,,,,,,False,202307,0.0,False,More than 200k
2,2010-05-28,2010,2,5,1957113.89,81.13,2.759,,,,,,False,202307,0.0,False,More than 200k
2,2010-06-04,2010,2,6,2102539.93,81.81,2.705,,,,,,False,202307,0.0,False,More than 200k
2,2010-06-11,2010,2,6,2025538.76,83.4,2.668,,,,,,False,202307,0.0,False,More than 200k
2,2010-06-18,2010,2,6,2001636.96,85.81,2.637,,,,,,False,202307,0.0,False,More than 200k
2,2010-06-25,2010,2,6,1939927.09,86.26,2.653,,,,,,False,202307,0.0,False,More than 200k
2,2010-07-02,2010,3,7,2003940.64,82.74,2.669,,,,,,False,202307,0.0,False,More than 200k
2,2010-07-09,2010,3,7,1880902.6199999999,82.59,2.642,,,,,,False,202307,0.0,False,More than 200k
2,2010-07-16,2010,3,7,1845879.79,85.32,2.623,,,,,,False,202307,0.0,False,More than 200k
2,2010-07-23,2010,3,7,1781717.71,87.66,2.608,,,,,,False,202307,0.0,False,More than 200k
2,2010-07-30,2010,3,7,1804246.16,83.49,2.64,,,,,,False,202307,0.0,False,More than 200k
2,2010-08-06,2010,3,8,1991909.98,89.53,2.627,,,,,,False,202307,0.0,False,More than 200k
2,2010-08-13,2010,3,8,1895601.05,89.05,2.692,,,,,,False,202307,0.0,False,More than 200k
2,2010-08-20,2010,3,8,1964335.23,88.7,2.664,,,,,,False,202307,0.0,False,More than 200k
2,2010-08-27,2010,3,8,1863840.49,87.12,2.619,,,,,,False,202307,0.0,False,More than 200k
2,2010-09-03,2010,3,9,1904608.09,81.83,2.577,,,,,,False,202307,0.0,False,More than 200k
2,2010-09-10,2010,3,9,1839128.83,79.09,2.565,,,,,,True,202307,0.0,False,More than 200k
2,2010-09-17,2010,3,9,1793903.5999999999,82.05,2.582,,,,,,False,202307,0.0,False,More than 200k
2,2010-09-24,2010,3,9,1724557.22,81.79,2.624,,,,,,False,202307,0.0,False,More than 200k
2,2010-10-01,2010,4,10,1827440.43,69.24,2.603,,,,,,False,202307,0.0,False,More than 200k
2,2010-10-08,2010,4,10,1849921.44,63.19,2.633,,,,,,False,202307,0.0,False,More than 200k
2,2010-10-15,2010,4,10,1794355.49,65.8,2.72,,,,,,False,202307,0.0,False,More than 200k
2,2010-10-22,2010,4,10,1737947.64,68.5,2.725,,,,,,False,202307,0.0,False,More than 200k
2,2010-10-29,2010,4,10,1802755.11,66.24,2.716,,,,,,False,202307,0.0,False,More than 200k
2,2010-11-05,2010,4,11,1939061.41,57.85,2.689,,,,,,False,202307,0.0,False,More than 200k
2,2010-11-12,2010,4,11,1916812.74,59.69,2.728,,,,,,False,202307,0.0,False,More than 200k
2,2010-11-19,2010,4,11,1956739.17,50.81,2.771,,,,,,False,202307,0.0,False,More than 200k
2,2010-11-26,2010,4,11,2658725.29,62.98,2.735,,,,,,True,202307,0.0,False,More than 200k
2,2010-12-03,2010,4,12,2015781.27,49.33,2.708,,,,,,False,202307,0.0,False,More than 200k
2,2010-12-10,2010,4,12,2378726.55,45.5,2.843,,,,,,False,202307,0.0,False,More than 200k
2,2010-12-17,2010,4,12,2609166.75,47.55,2.869,,,,,,False,202307,0.0,False,More than 200k
2,2010-12-24,2010,4,12,3436007.68,49.97,2.886,,,,,,False,202307,0.0,False,More than 200k
2,2010-12-31,2010,4,12,1750434.55,47.3,2.943,,,,,,True,202307,0.0,False,More than 200k
2,2011-01-07,2011,1,1,1758050.79,44.69,2.976,,,,,,False,202307,0.0,False,More than 200k
2,2011-01-14,2011,1,1,1744193.58,33.02,2.983,,,,,,False,202307,0.0,False,More than 200k
2,2011-01-21,2011,1,1,1751384.9,41.4,3.016,,,,,,False,202307,0.0,False,More than 200k
2,2011-01-28,2011,1,1,1695371.68,42.83,3.01,,,,,,False,202307,0.0,False,More than 200k
2,2011-02-04,2011,1,2,1929346.23,38.25,2.989,,,,,,False,202307,0.0,False,More than 200k
2,2011-02-11,2011,1,2,2168041.61,33.19,3.022,,,,,,True,202307,0.0,False,More than 200k
2,2011-02-18,2011,1,2,2080884.82,57.83,3.045,,,,,,False,202307,0.0,False,More than 200k
2,2011-02-25,2011,1,2,1833511.08,60.8,3.065,,,,,,False,202307,0.0,False,More than 200k
2,2011-03-04,2011,1,3,1981607.78,57.77,3.288,,,,,,False,202307,0.0,False,More than 200k
2,2011-03-11,2011,1,3,1879107.31,52.7,3.459,,,,,,False,202307,0.0,False,More than 200k
2,2011-03-18,2011,1,3,1902557.66,62.32,3.488,,,,,,False,202307,0.0,False,More than 200k
2,2011-03-25,2011,1,3,1766162.05,69.42,3.473,,,,,,False,202307,0.0,False,More than 200k
2,2011-04-01,2011,2,4,1800171.3599999999,55.43,3.524,,,,,,False,202307,0.0,False,More than 200k
2,2011-04-08,2011,2,4,1847552.61,67.0,3.622,,,,,,False,202307,0.0,False,More than 200k
2,2011-04-15,2011,2,4,1856467.84,69.48,3.743,,,,,,False,202307,0.0,False,More than 200k
2,2011-04-22,2011,2,4,1886339.6,69.39,3.807,,,,,,False,202307,0.0,False,More than 200k
2,2011-04-29,2011,2,4,1745545.28,69.21,3.81,,,,,,False,202307,0.0,False,More than 200k
2,2011-05-06,2011,2,5,1837743.6,61.48,3.906,,,,,,False,202307,0.0,False,More than 200k
2,2011-05-13,2011,2,5,1838513.07,74.61,3.899,,,,,,False,202307,0.0,False,More than 200k
2,2011-05-20,2011,2,5,1688281.8599999999,67.14,3.907,,,,,,False,202307,0.0,False,More than 200k
2,2011-05-27,2011,2,5,1797732.56,76.42,3.786,,,,,,False,202307,0.0,False,More than 200k
2,2011-06-03,2011,2,6,1933756.21,83.07,3.699,,,,,,False,202307,0.0,False,More than 200k
2,2011-06-10,2011,2,6,1929153.1600000001,83.4,3.648,,,,,,False,202307,0.0,False,More than 200k
2,2011-06-17,2011,2,6,1953771.99,86.53,3.637,,,,,,False,202307,0.0,False,More than 200k
2,2011-06-24,2011,2,6,1790925.8,85.17,3.594,,,,,,False,202307,0.0,False,More than 200k
2,2011-07-01,2011,3,7,1866243.0,85.69,3.524,,,,,,False,202307,0.0,False,More than 200k
2,2011-07-08,2011,3,7,1853161.99,87.7,3.48,,,,,,False,202307,0.0,False,More than 200k
2,2011-07-15,2011,3,7,1785187.29,89.83,3.575,,,,,,False,202307,0.0,False,More than 200k
2,2011-07-22,2011,3,7,1743816.41,89.34,3.651,,,,,,False,202307,0.0,False,More than 200k
2,2011-07-29,2011,3,7,1680693.06,90.07,3.682,,,,,,False,202307,0.0,False,More than 200k
2,2011-08-05,2011,3,8,1876704.26,93.34,3.684,,,,,,False,202307,0.0,False,More than 200k
2,2011-08-12,2011,3,8,1812768.26,91.58,3.638,,,,,,False,202307,0.0,False,More than 200k
2,2011-08-19,2011,3,8,1844094.59,89.86,3.554,,,,,,False,202307,0.0,False,More than 200k
2,2011-08-26,2011,3,8,1821139.91,90.45,3.523,,,,,,False,202307,0.0,False,More than 200k
2,2011-09-02,2011,3,9,1809119.7,89.64,3.533,,,,,,False,202307,0.0,False,More than 200k
2,2011-09-09,2011,3,9,1748000.65,77.97,3.546,,,,,,True,202307,0.0,False,More than 200k
2,2011-09-16,2011,3,9,1691439.52,78.85,3.526,,,,,,False,202307,0.0,False,More than 200k
2,2011-09-23,2011,3,9,1669299.78,75.58,3.467,,,,,,False,202307,0.0,False,More than 200k
2,2011-09-30,2011,3,9,1650394.44,78.14,3.355,,,,,,False,202307,0.0,False,More than 200k
2,2011-10-07,2011,4,10,1837553.43,69.92,3.285,,,,,,False,202307,0.0,False,More than 200k
2,2011-10-14,2011,4,10,1743882.19,71.67,3.274,,,,,,False,202307,0.0,False,More than 200k
2,2011-10-21,2011,4,10,1834680.25,64.53,3.353,,,,,,False,202307,0.0,False,More than 200k
2,2011-10-28,2011,4,10,1769296.25,65.87,3.372,,,,,,False,202307,0.0,False,More than 200k
